player_age,player_gender,player_playgames,player_playfrequency,game_variant,score,time,distance_to_enemies_euclidean,distance_to_pellets_euclidean,tile_visits,leftpressed_count,uppressed_count,spacepressed_count,rightpressed_count,downpressed_count,challenge
27.0,0.0,0.0,5.0,6.0,36.0,1.0,0.0,29.0,13.0,36.0,1.0,0.0,29.0,13.0,1
27.0,0.0,0.0,5.0,8.0,23.0,4.0,0.0,19.0,23.0,23.0,4.0,0.0,19.0,23.0,0
27.0,0.0,0.0,5.0,8.0,37.0,0.0,0.0,22.0,5.0,37.0,0.0,0.0,22.0,5.0,1
24.0,1.0,1.0,2.0,3.0,37.0,3.0,0.0,24.0,4.0,37.0,3.0,0.0,24.0,4.0,0
24.0,1.0,1.0,2.0,3.0,36.0,2.0,0.0,30.0,15.0,36.0,2.0,0.0,30.0,15.0,1
24.0,1.0,1.0,2.0,4.0,27.0,1.0,0.0,27.0,16.0,27.0,1.0,0.0,27.0,16.0,0
24.0,1.0,1.0,2.0,4.0,29.0,2.0,0.0,26.0,8.0,29.0,2.0,0.0,26.0,8.0,1
24.0,1.0,1.0,2.0,7.0,34.0,6.0,0.0,25.0,8.0,34.0,6.0,0.0,25.0,8.0,1
24.0,1.0,1.0,2.0,7.0,32.0,3.0,1.0,32.0,8.0,32.0,3.0,1.0,32.0,8.0,1
24.0,1.0,1.0,2.0,5.0,28.0,3.0,1.0,33.0,14.0,28.0,3.0,1.0,33.0,14.0,1
24.0,1.0,1.0,2.0,5.0,38.0,0.0,0.0,35.0,11.0,38.0,0.0,0.0,35.0,11.0,0
28.0,1.0,1.0,7.0,3.0,31.0,3.0,0.0,30.0,14.0,31.0,3.0,0.0,30.0,14.0,1
28.0,1.0,1.0,7.0,3.0,36.0,0.0,0.0,29.0,9.0,36.0,0.0,0.0,29.0,9.0,1
28.0,1.0,1.0,7.0,4.0,18.0,2.0,0.0,23.0,21.0,18.0,2.0,0.0,23.0,21.0,1
28.0,1.0,1.0,7.0,4.0,30.0,2.0,0.0,24.0,12.0,30.0,2.0,0.0,24.0,12.0,1
28.0,1.0,1.0,7.0,8.0,17.0,3.0,20.0,15.0,6.0,17.0,3.0,20.0,15.0,6.0,0
28.0,1.0,1.0,7.0,8.0,32.0,0.0,0.0,24.0,7.0,32.0,0.0,0.0,24.0,7.0,1
28.0,1.0,1.0,7.0,4.0,21.0,1.0,5.0,36.0,46.0,21.0,1.0,5.0,36.0,46.0,0
28.0,1.0,1.0,7.0,4.0,11.0,0.0,5.0,11.0,4.0,11.0,0.0,5.0,11.0,4.0,0
44.0,1.0,1.0,4.0,3.0,28.0,11.0,0.0,20.0,10.0,28.0,11.0,0.0,20.0,10.0,0
44.0,1.0,1.0,4.0,3.0,35.0,2.0,0.0,24.0,16.0,35.0,2.0,0.0,24.0,16.0,1
44.0,1.0,1.0,4.0,4.0,26.0,0.0,0.0,19.0,8.0,26.0,0.0,0.0,19.0,8.0,0
44.0,1.0,1.0,4.0,4.0,19.0,3.0,0.0,14.0,15.0,19.0,3.0,0.0,14.0,15.0,1
44.0,1.0,1.0,4.0,13.0,25.0,0.0,0.0,35.0,15.0,25.0,0.0,0.0,35.0,15.0,1
44.0,1.0,1.0,4.0,13.0,29.0,0.0,0.0,27.0,5.0,29.0,0.0,0.0,27.0,5.0,0
44.0,1.0,1.0,4.0,2.0,26.0,0.0,0.0,29.0,10.0,26.0,0.0,0.0,29.0,10.0,1
44.0,1.0,1.0,4.0,2.0,28.0,0.0,2.0,26.0,3.0,28.0,0.0,2.0,26.0,3.0,0
26.0,1.0,1.0,4.0,4.0,31.0,1.0,0.0,26.0,24.0,31.0,1.0,0.0,26.0,24.0,1
26.0,1.0,1.0,4.0,4.0,32.0,1.0,0.0,26.0,16.0,32.0,1.0,0.0,26.0,16.0,0
26.0,1.0,1.0,4.0,2.0,40.0,0.0,0.0,28.0,11.0,40.0,0.0,0.0,28.0,11.0,1
26.0,1.0,1.0,4.0,2.0,30.0,0.0,0.0,29.0,18.0,30.0,0.0,0.0,29.0,18.0,1
26.0,1.0,1.0,4.0,5.0,27.0,0.0,0.0,29.0,18.0,27.0,0.0,0.0,29.0,18.0,1
26.0,1.0,1.0,4.0,5.0,22.0,0.0,0.0,28.0,21.0,22.0,0.0,0.0,28.0,21.0,0
26.0,1.0,1.0,4.0,3.0,27.0,0.0,0.0,24.0,21.0,27.0,0.0,0.0,24.0,21.0,1
26.0,1.0,1.0,4.0,3.0,32.0,0.0,0.0,18.0,23.0,32.0,0.0,0.0,18.0,23.0,0
28.0,0.0,0.0,7.0,4.0,25.0,0.0,0.0,26.0,6.0,25.0,0.0,0.0,26.0,6.0,0
28.0,0.0,0.0,7.0,4.0,29.0,5.0,0.0,26.0,10.0,29.0,5.0,0.0,26.0,10.0,1
28.0,0.0,0.0,7.0,2.0,27.0,1.0,0.0,31.0,3.0,27.0,1.0,0.0,31.0,3.0,1
28.0,0.0,0.0,7.0,2.0,24.0,2.0,0.0,22.0,5.0,24.0,2.0,0.0,22.0,5.0,0
28.0,0.0,0.0,7.0,6.0,25.0,5.0,0.0,27.0,10.0,25.0,5.0,0.0,27.0,10.0,0
28.0,0.0,0.0,7.0,6.0,21.0,2.0,0.0,30.0,10.0,21.0,2.0,0.0,30.0,10.0,1
28.0,0.0,0.0,7.0,8.0,21.0,6.0,0.0,20.0,17.0,21.0,6.0,0.0,20.0,17.0,0
28.0,0.0,0.0,7.0,8.0,21.0,5.0,0.0,16.0,6.0,21.0,5.0,0.0,16.0,6.0,1
47.0,1.0,1.0,5.0,4.0,31.0,0.0,0.0,17.0,6.0,31.0,0.0,0.0,17.0,6.0,0
47.0,1.0,1.0,5.0,4.0,15.0,2.0,0.0,19.0,9.0,15.0,2.0,0.0,19.0,9.0,1
47.0,1.0,1.0,5.0,2.0,23.0,0.0,0.0,21.0,13.0,23.0,0.0,0.0,21.0,13.0,0
47.0,1.0,1.0,5.0,2.0,21.0,0.0,0.0,20.0,5.0,21.0,0.0,0.0,20.0,5.0,1
47.0,1.0,1.0,5.0,7.0,20.0,0.0,0.0,24.0,7.0,20.0,0.0,0.0,24.0,7.0,0
47.0,1.0,1.0,5.0,7.0,24.0,0.0,0.0,22.0,13.0,24.0,0.0,0.0,22.0,13.0,1
47.0,1.0,1.0,5.0,6.0,26.0,1.0,0.0,25.0,8.0,26.0,1.0,0.0,25.0,8.0,0
47.0,1.0,1.0,5.0,6.0,21.0,0.0,0.0,23.0,11.0,21.0,0.0,0.0,23.0,11.0,1
26.0,1.0,1.0,2.0,4.0,29.0,1.0,0.0,27.0,17.0,29.0,1.0,0.0,27.0,17.0,0
26.0,1.0,1.0,2.0,4.0,29.0,3.0,0.0,24.0,15.0,29.0,3.0,0.0,24.0,15.0,1
26.0,1.0,1.0,2.0,2.0,26.0,1.0,0.0,28.0,10.0,26.0,1.0,0.0,28.0,10.0,0
26.0,1.0,1.0,2.0,2.0,27.0,3.0,0.0,20.0,13.0,27.0,3.0,0.0,20.0,13.0,1
26.0,1.0,1.0,2.0,8.0,34.0,0.0,0.0,24.0,5.0,34.0,0.0,0.0,24.0,5.0,1
26.0,1.0,1.0,2.0,8.0,35.0,0.0,0.0,28.0,7.0,35.0,0.0,0.0,28.0,7.0,1
26.0,1.0,1.0,2.0,7.0,34.0,2.0,0.0,23.0,10.0,34.0,2.0,0.0,23.0,10.0,1
26.0,1.0,1.0,2.0,7.0,37.0,0.0,0.0,20.0,12.0,37.0,0.0,0.0,20.0,12.0,0
26.0,0.0,1.0,5.0,4.0,24.0,0.0,0.0,26.0,6.0,24.0,0.0,0.0,26.0,6.0,1
26.0,0.0,1.0,5.0,4.0,35.0,4.0,1.0,27.0,9.0,35.0,4.0,1.0,27.0,9.0,0
26.0,0.0,1.0,5.0,2.0,27.0,0.0,2.0,29.0,7.0,27.0,0.0,2.0,29.0,7.0,0
26.0,0.0,1.0,5.0,2.0,18.0,1.0,3.0,29.0,7.0,18.0,1.0,3.0,29.0,7.0,1
26.0,0.0,1.0,5.0,14.0,29.0,1.0,1.0,28.0,8.0,29.0,1.0,1.0,28.0,8.0,1
26.0,0.0,1.0,5.0,14.0,27.0,0.0,2.0,23.0,7.0,27.0,0.0,2.0,23.0,7.0,0
26.0,0.0,1.0,5.0,8.0,25.0,3.0,0.0,31.0,12.0,25.0,3.0,0.0,31.0,12.0,0
26.0,0.0,1.0,5.0,8.0,23.0,0.0,4.0,24.0,8.0,23.0,0.0,4.0,24.0,8.0,1
28.0,1.0,1.0,3.0,5.0,27.0,2.0,0.0,30.0,9.0,27.0,2.0,0.0,30.0,9.0,1
28.0,1.0,1.0,3.0,5.0,28.0,14.0,0.0,15.0,11.0,28.0,14.0,0.0,15.0,11.0,0
28.0,1.0,1.0,3.0,2.0,24.0,1.0,0.0,27.0,8.0,24.0,1.0,0.0,27.0,8.0,0
28.0,1.0,1.0,3.0,2.0,34.0,1.0,0.0,28.0,7.0,34.0,1.0,0.0,28.0,7.0,0
28.0,1.0,1.0,3.0,6.0,30.0,7.0,1.0,20.0,14.0,30.0,7.0,1.0,20.0,14.0,0
28.0,1.0,1.0,3.0,6.0,33.0,2.0,0.0,27.0,5.0,33.0,2.0,0.0,27.0,5.0,1
28.0,1.0,1.0,3.0,13.0,32.0,0.0,0.0,33.0,11.0,32.0,0.0,0.0,33.0,11.0,0
28.0,1.0,1.0,3.0,13.0,26.0,0.0,1.0,35.0,7.0,26.0,0.0,1.0,35.0,7.0,1
21.0,0.0,0.0,9.0,5.0,24.0,8.0,0.0,26.0,13.0,24.0,8.0,0.0,26.0,13.0,1
21.0,0.0,0.0,9.0,5.0,21.0,12.0,0.0,26.0,12.0,21.0,12.0,0.0,26.0,12.0,0
21.0,0.0,0.0,9.0,2.0,23.0,3.0,0.0,26.0,5.0,23.0,3.0,0.0,26.0,5.0,0
21.0,0.0,0.0,9.0,2.0,36.0,0.0,0.0,20.0,4.0,36.0,0.0,0.0,20.0,4.0,1
21.0,0.0,0.0,9.0,7.0,29.0,7.0,0.0,27.0,9.0,29.0,7.0,0.0,27.0,9.0,1
21.0,0.0,0.0,9.0,7.0,31.0,2.0,0.0,27.0,7.0,31.0,2.0,0.0,27.0,7.0,1
21.0,0.0,0.0,9.0,14.0,40.0,2.0,0.0,33.0,9.0,40.0,2.0,0.0,33.0,9.0,0
21.0,0.0,0.0,9.0,14.0,26.0,0.0,0.0,34.0,8.0,26.0,0.0,0.0,34.0,8.0,1
25.0,1.0,1.0,5.0,5.0,37.0,1.0,0.0,40.0,13.0,37.0,1.0,0.0,40.0,13.0,1
25.0,1.0,1.0,5.0,5.0,39.0,2.0,1.0,39.0,12.0,39.0,2.0,1.0,39.0,12.0,0
25.0,1.0,1.0,5.0,1.0,46.0,1.0,0.0,33.0,15.0,46.0,1.0,0.0,33.0,15.0,1
25.0,1.0,1.0,5.0,1.0,37.0,1.0,1.0,29.0,12.0,37.0,1.0,1.0,29.0,12.0,0
25.0,1.0,1.0,5.0,8.0,29.0,0.0,18.0,32.0,17.0,29.0,0.0,18.0,32.0,17.0,1
25.0,1.0,1.0,5.0,8.0,35.0,0.0,18.0,29.0,13.0,35.0,0.0,18.0,29.0,13.0,0
25.0,1.0,1.0,5.0,7.0,45.0,1.0,61.0,35.0,10.0,45.0,1.0,61.0,35.0,10.0,0
25.0,1.0,1.0,5.0,7.0,25.0,0.0,0.0,27.0,20.0,25.0,0.0,0.0,27.0,20.0,1
26.0,1.0,1.0,2.0,5.0,33.0,0.0,0.0,26.0,7.0,33.0,0.0,0.0,26.0,7.0,1
26.0,1.0,1.0,2.0,5.0,34.0,0.0,0.0,21.0,9.0,34.0,0.0,0.0,21.0,9.0,0
26.0,1.0,1.0,2.0,1.0,37.0,0.0,0.0,33.0,13.0,37.0,0.0,0.0,33.0,13.0,0
26.0,1.0,1.0,2.0,1.0,26.0,0.0,0.0,19.0,26.0,26.0,0.0,0.0,19.0,26.0,1
26.0,1.0,1.0,2.0,15.0,28.0,0.0,0.0,22.0,11.0,28.0,0.0,0.0,22.0,11.0,1
26.0,1.0,1.0,2.0,15.0,27.0,1.0,0.0,26.0,6.0,27.0,1.0,0.0,26.0,6.0,0
26.0,1.0,1.0,2.0,7.0,23.0,0.0,0.0,22.0,9.0,23.0,0.0,0.0,22.0,9.0,1
26.0,1.0,1.0,2.0,7.0,18.0,0.0,0.0,31.0,14.0,18.0,0.0,0.0,31.0,14.0,0
23.0,1.0,1.0,5.0,6.0,30.0,0.0,0.0,33.0,9.0,30.0,0.0,0.0,33.0,9.0,0
23.0,1.0,1.0,5.0,6.0,25.0,0.0,3.0,26.0,8.0,25.0,0.0,3.0,26.0,8.0,1
23.0,1.0,1.0,5.0,1.0,21.0,3.0,3.0,23.0,10.0,21.0,3.0,3.0,23.0,10.0,1
23.0,1.0,1.0,5.0,1.0,26.0,0.0,0.0,33.0,13.0,26.0,0.0,0.0,33.0,13.0,0
23.0,1.0,1.0,5.0,7.0,34.0,1.0,2.0,26.0,5.0,34.0,1.0,2.0,26.0,5.0,0
23.0,1.0,1.0,5.0,7.0,28.0,0.0,0.0,23.0,11.0,28.0,0.0,0.0,23.0,11.0,1
23.0,1.0,1.0,5.0,15.0,30.0,0.0,1.0,25.0,12.0,30.0,0.0,1.0,25.0,12.0,1
23.0,1.0,1.0,5.0,15.0,30.0,1.0,1.0,21.0,12.0,30.0,1.0,1.0,21.0,12.0,0
27.0,1.0,1.0,7.0,6.0,14.0,6.0,0.0,11.0,7.0,14.0,6.0,0.0,11.0,7.0,1
27.0,1.0,1.0,7.0,6.0,15.0,7.0,0.0,19.0,11.0,15.0,7.0,0.0,19.0,11.0,1
27.0,1.0,1.0,7.0,1.0,31.0,0.0,1.0,18.0,2.0,31.0,0.0,1.0,18.0,2.0,0
27.0,1.0,1.0,7.0,1.0,12.0,1.0,1.0,18.0,13.0,12.0,1.0,1.0,18.0,13.0,1
27.0,1.0,1.0,7.0,8.0,15.0,3.0,1.0,24.0,15.0,15.0,3.0,1.0,24.0,15.0,0
27.0,1.0,1.0,7.0,8.0,17.0,5.0,1.0,16.0,15.0,17.0,5.0,1.0,16.0,15.0,0
27.0,1.0,1.0,7.0,17.0,14.0,4.0,1.0,21.0,20.0,14.0,4.0,1.0,21.0,20.0,1
27.0,1.0,1.0,7.0,17.0,15.0,0.0,1.0,22.0,9.0,15.0,0.0,1.0,22.0,9.0,0
26.0,1.0,1.0,7.0,6.0,28.0,2.0,0.0,31.0,14.0,28.0,2.0,0.0,31.0,14.0,1
26.0,1.0,1.0,7.0,6.0,31.0,0.0,0.0,23.0,12.0,31.0,0.0,0.0,23.0,12.0,1
26.0,1.0,1.0,7.0,1.0,24.0,0.0,0.0,40.0,8.0,24.0,0.0,0.0,40.0,8.0,1
26.0,1.0,1.0,7.0,1.0,29.0,1.0,0.0,31.0,12.0,29.0,1.0,0.0,31.0,12.0,0
26.0,1.0,1.0,7.0,16.0,30.0,0.0,0.0,32.0,8.0,30.0,0.0,0.0,32.0,8.0,0
26.0,1.0,1.0,7.0,16.0,34.0,0.0,0.0,27.0,10.0,34.0,0.0,0.0,27.0,10.0,1
26.0,1.0,1.0,7.0,8.0,10.0,2.0,3.0,12.0,6.0,10.0,2.0,3.0,12.0,6.0,0
26.0,1.0,1.0,7.0,8.0,38.0,0.0,0.0,30.0,10.0,38.0,0.0,0.0,30.0,10.0,1
24.0,1.0,1.0,4.0,7.0,33.0,5.0,0.0,30.0,10.0,33.0,5.0,0.0,30.0,10.0,1
24.0,1.0,1.0,4.0,7.0,30.0,0.0,0.0,18.0,7.0,30.0,0.0,0.0,18.0,7.0,0
24.0,1.0,1.0,4.0,1.0,30.0,2.0,1.0,24.0,15.0,30.0,2.0,1.0,24.0,15.0,1
24.0,1.0,1.0,4.0,1.0,31.0,1.0,0.0,25.0,9.0,31.0,1.0,0.0,25.0,9.0,0
24.0,1.0,1.0,4.0,8.0,26.0,0.0,0.0,29.0,9.0,26.0,0.0,0.0,29.0,9.0,1
24.0,1.0,1.0,4.0,8.0,34.0,1.0,2.0,26.0,4.0,34.0,1.0,2.0,26.0,4.0,1
24.0,1.0,1.0,4.0,16.0,41.0,0.0,0.0,16.0,13.0,41.0,0.0,0.0,16.0,13.0,1
24.0,1.0,1.0,4.0,16.0,26.0,0.0,0.0,25.0,9.0,26.0,0.0,0.0,25.0,9.0,1
25.0,1.0,1.0,3.0,7.0,31.0,0.0,0.0,20.0,4.0,31.0,0.0,0.0,20.0,4.0,1
25.0,1.0,1.0,3.0,7.0,36.0,1.0,0.0,23.0,8.0,36.0,1.0,0.0,23.0,8.0,0
25.0,1.0,1.0,3.0,1.0,38.0,0.0,0.0,33.0,4.0,38.0,0.0,0.0,33.0,4.0,1
25.0,1.0,1.0,3.0,1.0,37.0,0.0,0.0,30.0,6.0,37.0,0.0,0.0,30.0,6.0,0
25.0,1.0,1.0,3.0,17.0,37.0,1.0,0.0,20.0,7.0,37.0,1.0,0.0,20.0,7.0,0
25.0,1.0,1.0,3.0,17.0,34.0,0.0,0.0,23.0,9.0,34.0,0.0,0.0,23.0,9.0,1
25.0,1.0,1.0,3.0,8.0,39.0,0.0,0.0,21.0,9.0,39.0,0.0,0.0,21.0,9.0,1
25.0,1.0,1.0,3.0,8.0,42.0,0.0,0.0,27.0,7.0,42.0,0.0,0.0,27.0,7.0,1
25.0,0.0,1.0,5.0,8.0,17.0,1.0,0.0,22.0,12.0,17.0,1.0,0.0,22.0,12.0,0
25.0,0.0,1.0,5.0,8.0,23.0,1.0,0.0,28.0,11.0,23.0,1.0,0.0,28.0,11.0,1
25.0,0.0,1.0,5.0,1.0,21.0,0.0,0.0,23.0,10.0,21.0,0.0,0.0,23.0,10.0,1
25.0,0.0,1.0,5.0,1.0,33.0,0.0,0.0,19.0,10.0,33.0,0.0,0.0,19.0,10.0,0
25.0,0.0,1.0,5.0,18.0,19.0,3.0,0.0,24.0,9.0,19.0,3.0,0.0,24.0,9.0,0
25.0,0.0,1.0,5.0,18.0,22.0,0.0,0.0,21.0,2.0,22.0,0.0,0.0,21.0,2.0,1
25.0,0.0,1.0,5.0,7.0,14.0,2.0,0.0,18.0,6.0,14.0,2.0,0.0,18.0,6.0,0
25.0,0.0,1.0,5.0,7.0,24.0,0.0,0.0,19.0,11.0,24.0,0.0,0.0,19.0,11.0,1
